OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
914706,04092014103,Red Robin #306,7860 Alexander Promenade Pl ,,RALEIGH,NC,27617,(919) 957-2880,2004/07/23 00:00:00+00,Restaurant,11239,-78.77695631,35.91424375,M
914707,04092014789,Coquette,4381-119 Lassiter At North Hills AVE ,,RALEIGH,NC,27609-5731,(919) 789-0606,2007/01/26 00:00:00+00,Restaurant,11243,-78.64424639,35.83822685,M
914708,04092017751,Slices and Ices,1839 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1600,2017/11/28 00:00:00+00,Restaurant,11248,-78.52626448,35.95102854,M
914709,04092011334,Chick-fil-A,6612 GLENWOOD AVE ,,RALEIGH,NC,27612-7128,(919) 571-8480,1993/08/25 00:00:00+00,Restaurant,11254,-78.70866184,35.8610412,M
914710,04092016829,BLAZE PIZZA #1062,1024 MARKET CENTER DRIVE,,MORRISVILLE,NC,27560,(919) 465-9590,2014/12/11 00:00:00+00,Restaurant,11261,-78.81800343,35.80772157,M
914711,04092030330,TORTAS Y TACOS EL JAROCHO (WCID #597),820 E WILLIAMS ST ,,APEX,NC,27539,(919) 210-6361,2017/04/28 00:00:00+00,Mobile Food Units,11247,-78.84524379,35.72280092,M
914712,04092300268,CARLIE C'S MEAT #810,506 W GANNON AVE ,,ZEBULON,NC,27579,,2015/01/23 00:00:00+00,Meat Market,11270,-78.3247251,35.82139459,M
914713,04092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011/01/20 00:00:00+00,Food Stand,11278,-78.56666533,35.86809107,M
914714,04092030312,THE ROLLING GRILL (WCID #558),7200 Old Stage RD ,,Raleigh,NC,27603,(919) 673-8038,2016/08/09 00:00:00+00,Mobile Food Units,11279,-78.65810885,35.67821959,M
914715,04092016251,ANNAS PIZZERIA,138 S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 285-2497,2012/09/04 00:00:00+00,Restaurant,11299,-78.80003832,35.58309804,M
914716,04092110483,Smith Magnet Elementary School Cafeteria,1101 MAXWELL DR ,,GARNER,NC,27529,(919) 662-2465,2009/08/14 00:00:00+00,Public School Lunchrooms,11307,0,0,U
914717,04092014152,Starbucks #2970,10760 Wakefield Commons DR ,Ste 109,RALEIGH,NC,27614,(919) 453-1010,2004/10/08 00:00:00+00,Restaurant,11313,-78.5408878,35.94279833,M
914718,04092021294,Domino's Pizza #5501,2658 S Saunders ST,,RALEIGH,NC,27603,(919) 821-2330,2004/08/31 00:00:00+00,Food Stand,11314,-78.64933505,35.74572465,M
914719,04092014238,Bojangles,4621 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-9028,2005/02/04 00:00:00+00,Restaurant,11318,-78.55786564,35.79891549,M
914720,04092017558,BURGER KING #8018,313 COLONADES WAY ,,CARY,NC,27511,(919) 233-8681,2017/03/21 00:00:00+00,Restaurant,11319,-78.77901138,35.73967763,M
914721,04092025305,SOO CAROLINA CHICKEN,1961 High House RD ,,CARY,NC,27519,(919) 436-0529,2020/01/14 00:00:00+00,Food Stand,11324,-78.84865444,35.78921622,M
914722,04092018428,Perry's Steakhouse,4509 CREEDMOOR RD,,RALEIGH,NC,27612,(919) 827-4158,2020/09/01 00:00:00+00,Restaurant,11336,-78.68316791,35.84275901,M
914723,04092015718,NEW WHITE OAK GRILL & LOUNGE,7901 WHITE OAK  RD ,,GARNER,NC,27529,(919) 779-0710,2010/09/30 00:00:00+00,Restaurant,11338,-78.57506068,35.6721705,M
914724,04092017643,Texas Roadhouse #594,201 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 577-1900,2017/07/13 00:00:00+00,Restaurant,11342,-78.8461589,35.66375444,M
914725,04092016398,ACME PIZZA CO,204 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(919) 552-8800,2013/04/08 00:00:00+00,Restaurant,11346,-78.83920922,35.63987917,M
914726,04092017281,WENDY'S #6329,8209 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 676-2320,2016/08/11 00:00:00+00,Restaurant,11356,-78.68128897,35.89926613,M
914727,04092160083,RALEIGH REHABILITATION CENTER KITCHEN,616 WADE AVE ,,RALEIGH,NC,27605-1237,(919) 828-6251,2014/07/22 00:00:00+00,Institutional Food Service,11400,-78.65108414,35.79677027,M
914728,04092030118,Taqueria Lo Mejor Acapulco #1 (WCID #448),Across from 8102 Green Level Church Rd. ,WEEKDAY LUNCHTIME 11-2pm,CARY,NC,27604,(919) 327-8932,2004/07/28 00:00:00+00,Mobile Food Units,11311,0,0,U
914729,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 569-2888,2010/04/22 00:00:00+00,Restaurant,11416,-78.77695631,35.91424375,M
914730,04092018202,BREEZE THRU #30005,5016 Commons Hill DR ,,CARY,NC,27519,(919) 462-8316,2019/10/16 00:00:00+00,Restaurant,11417,-78.87216538,35.80199412,M
914731,04092021215,Food Lion #2534 Meat Market/Seafood,13200 New Falls Of Neuse Rd,,RALEIGH,NC,27614,(919) 562-8912,2003/09/04 00:00:00+00,Food Stand,11429,-78.55981965,35.9407555,M
914732,04092014817,Kiko Japan Express,1018-C Shoppes At Midway DR ,,KNIGHTDALE,NC,27545,(919) 217-3918,2007/02/20 00:00:00+00,Restaurant,11328,-78.50497023,35.79806831,M
914733,04092017872,El Caracol Mexican Grill,1431 Garner Station Blvd,,RALEIGH,NC,27603,(919) 977-9968,2018/07/03 00:00:00+00,Restaurant,11446,-78.65416214,35.72288448,M
914734,04092021703,S & S HALAL MEAT,3735 DAVIS DR ,STE 101,MORRISVILLE,NC,27560,(919) 650-1646,2012/03/20 00:00:00+00,Food Stand,11454,-78.85587925,35.8337549,M
914735,04092016279,GUASACA AREPA & SALSA GRILL,4025 LAKE BOONE TRL ,#107,RALEIGH,NC,27607,(919) 322-4928,2012/10/16 00:00:00+00,Restaurant,11461,-78.69709804,35.81457389,M
914736,04092014790,Starbucks #10158,1904-101 NW Maynard RD ,,CARY,NC,27513,(919) 481-9124,2007/02/02 00:00:00+00,Restaurant,11341,-78.79592213,35.79878903,M
914737,04092011061,Chick-fil-A,1815 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-1691,1992/03/24 00:00:00+00,Restaurant,11470,-78.74236633,35.76001857,M
914738,04092030490,Khalovera Street Tacos (WCID #780),2201 S WILMINGTON ST ,"1612 S Miami Blvd, Durham, NC 27703",RALEIGH,NC,27603-2559,(919) 903-4811,2020/08/06 00:00:00+00,Mobile Food Units,11482,-78.63902655,35.752054,M
914739,04092017251,FIVE GUYS #1784,5501-106 CAPITAL BLVD ,,RALEIGH,NC,27616,(984) 232-0547,2016/06/28 00:00:00+00,Restaurant,11347,-78.58184125,35.86070377,M
914740,04092014368,Firehouse Subs,1047 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 367-0111,2005/08/15 00:00:00+00,Restaurant,11489,-78.87238568,35.74374477,M
914741,04092018177,Fusion Nine,1012-150 MORRISVILLE PKY ,,MORRISVILLE,NC,27560-9367,(984) 465-0060,2019/09/15 00:00:00+00,Restaurant,11354,-78.82206645,35.80962949,M
914742,04092013938,Quiznos Sub # 91,6605 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 676-1909,2003/11/13 00:00:00+00,Restaurant,11502,-78.62444941,35.87396756,M
914743,04092021738,GREEK FIESTA,4325 GLENWOOD AVE ,STE 2036,RALEIGH,NC,27612-3374,(919) 571-2545,2013/04/15 00:00:00+00,Food Stand,11527,-78.68184484,35.84183815,T
914744,04092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 803-1245,2013/08/06 00:00:00+00,Restaurant,11537,-78.692995,35.81676997,M
914745,04092021327,WalMart Supercenter # 2058 Deli,1725 New Hope Church Rd,,RALEIGH,NC,27609,(919) 790-6910,2005/05/10 00:00:00+00,Food Stand,11546,-78.60826495,35.83722719,M
914746,04092014702,Subway,8109-101 Fayetteville RD ,,RALEIGH,NC,27603,(919) 779-0636,2006/10/19 00:00:00+00,Restaurant,11396,-78.70148868,35.66343149,M
914747,04092014655,Jersey Mike's #3091,2345 TIMBER DR ,,GARNER,NC,27529-2586,(919) 779-7827,2006/07/13 00:00:00+00,Restaurant,11549,-78.64123211,35.70222176,M
914748,04092300267,PUBLIX #1466 MEAT,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 00:00:00+00,Meat Market,11551,-78.84558396,35.79325638,M
914749,04092015735,SUSHI O,222-117 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 838-8868,2010/09/27 00:00:00+00,Restaurant,11445,-78.64733509,35.78392897,M
914750,04092018297,FLASK & BEAKER AT STATEVIEW HOTEL,2451 Alumni DR ,,RALEIGH,NC,27606,(919) 473-0055,2020/01/21 00:00:00+00,Restaurant,11557,-78.67736196,35.76374924,M
914751,04092011192,Subway #12044,235 TIMBER DR,,GARNER,NC,27529-4870,(919) 779-6820,1992/12/01 00:00:00+00,Restaurant,11571,-78.60613102,35.68500723,M
914752,04092017497,TOBACCO ROAD,505 W JONES ST ,,RALEIGH,NC,27603,(919) 301-8793,2016/12/28 00:00:00+00,Restaurant,11577,-78.64644507,35.78205613,M
914753,04092015676,ROADRUNNERS PIZZA,8420-120 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-7606,2010/07/23 00:00:00+00,Restaurant,11459,-78.51092096,35.89413592,M
914754,04092040241,FOODLAND PUC #1 (WCID #322),WILMINGTON  ST ,,RALEIGH,NC,27603,(919) 798-0590,2010/06/18 00:00:00+00,Pushcarts,11466,0,0,U
914755,04092017999,APPLEBEES GRILL & BAR,1480 N MAIN  ST ,,FUQUAY VARINA ,NC,27526,(919) 552-1521,2018/12/13 00:00:00+00,Restaurant,11588,-78.76682544,35.59397891,M
914756,04092016640,JASMIN BISTRO,1109 LEDSOME LN ,,CARY,NC,27511,(919) 469-1112,2014/02/28 00:00:00+00,Restaurant,11593,-78.74766614,35.76296438,M
914757,04092014375,Hong Kong #1 Chinese Restaurant,2720 NC HWY 55 ,,CARY,NC,27519,(919) 363-2828,2005/09/02 00:00:00+00,Restaurant,11491,-78.87112496,35.7849366,M
914758,04092017668,WILD WING CAFE #119,7900 Brier Creek PKY,,RALEIGH,NC,27617,(919) 957-2000,2017/08/22 00:00:00+00,Restaurant,11597,-78.78114795,35.9142133,M
914759,04092040128,Pinhead Investments #2  (WCID #127),Glenwood AVE S ,,RALEIGH,NC,27520,(919) 846-9863,2003/09/30 00:00:00+00,Pushcarts,11495,0,0,U
914760,04092030417,Backyard Bistro #3 (WCID #706),1235 Hurricane Alley ,,RALEIGH,NC,27607,(919) 851-6520 ext. 3,2019/05/02 00:00:00+00,Mobile Food Units,11522,-78.72492939,35.79923094,M
914761,04092014416,The Village Deli,1849 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1250,2005/10/31 00:00:00+00,Restaurant,11602,-78.52626448,35.95102854,M
914762,04092014008,Jordan Oaks,10820 Penny Rd ,,CARY,NC,27511,(919) 387-8250,2004/03/22 00:00:00+00,Restaurant,11623,-78.79549961,35.71735337,M
914763,04092015070,McDonald's #31681,6320 Battle Bridge RD ,,RALEIGH,NC,27610,(919) 773-4124,2008/02/22 00:00:00+00,Restaurant,11624,-78.54690151,35.72382379,M
914764,04092030476,Mac Daddys Dawgz & Catering (WCID #765),505 Plaza CIR ,,GARNER,NC,27529-2570,(919) 272-8402,2020/04/24 00:00:00+00,Pushcarts,11639,-78.61180739,35.70467783,M
914765,04092021773,PAPA MURPHY'S NC #001,3639 SW CARY PKY ,,CARY,NC,27513,(919) 462-6364,2013/12/19 00:00:00+00,Food Stand,11644,-78.8379919,35.78179255,M
914766,04092017576,MCDONALDS #1044,703 W PEACE ST ,,RALEIGH,NC,27605,(919) 833-9875,2017/04/21 00:00:00+00,Restaurant,11648,-78.64914898,35.78827691,M
914767,04092017882,Unwined on White,153 S White ST ,,WAKE FOREST,NC,27587,(919) 761-5049,2018/06/01 00:00:00+00,Restaurant,11664,-78.5096102,35.97799115,M
914768,04092021945,Circle K #2723479,1900 US HWY 70  E ,,GARNER,NC,27529,(919) 662-0336,2016/02/18 00:00:00+00,Food Stand,11586,0,0,U
914769,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 00:00:00+00,Meat Market,11677,-78.65023656,35.89889154,M
914770,04092017889,Jimmy John's #3665,724 N Judd PKY ,,FUQUAY-VARINA,NC,27526,(919) 567-0954,2018/07/23 00:00:00+00,Restaurant,11590,-78.77910027,35.59327738,M
914771,04092030248,BOJANGLES MOBILE FOOD UNIT (WCID #446),840 E CHATHAM  ST ,,CARY,NC,27511,(919) 614-7532,2013/03/15 00:00:00+00,Mobile Food Units,11679,-78.76021314,35.79096632,M
914772,04092014443,Dominic's NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005/12/02 00:00:00+00,Restaurant,11604,-78.57019405,35.86437434,M
914773,04092025205,One Stop Shop,6809 Mitchell Mill Rd,,ZEBULON,NC,27597,(919) 562-7801,2018/09/11 00:00:00+00,Food Stand,11682,-78.43061926,35.89269165,M
914774,04092016590,CARIBOU BRUEGGERS #312,3300 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 787-9611,2013/12/17 00:00:00+00,Restaurant,11684,-78.70861775,35.82532536,M
914775,04092018425,Hibachi Flavor,2822 New Birch  DR ,Suite 100,RALEIGH ,NC,27610,(919) 916-5162,2020/08/27 00:00:00+00,Restaurant,11688,-78.59888069,35.74570711,M
914776,04092030381,Sticky Rice (WCID #654),927 Durham RD ,Suite 107,Wake Forest,NC,27587,(919) 805-8045,2018/11/06 00:00:00+00,Mobile Food Units,11699,-78.54094643,35.97615047,M
914777,04092300220,Food Lion #2504 Meat Market ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 00:00:00+00,Meat Market,11616,-78.54967347,35.79198567,M
914778,04092017816,Whisky River,2400 John Brantley BLVD ,,RALEIGH,NC,27675,,2018/03/20 00:00:00+00,Restaurant,11637,0,0,U
914779,04092016223,MCDONALDS #35357,1001 FORESTVILLE  RD ,,WAKE FOREST,NC,27587,(919) 554-8094,2012/07/11 00:00:00+00,Restaurant,11700,-78.50622842,35.94490865,M
914780,04092017883,Happy & Hale @ North Hills,200-101 Park at North Hills ST ,,RALEIGH,NC,27609,(984) 200-3802,2018/06/20 00:00:00+00,Restaurant,11663,-78.63780803,35.83639953,M
914781,04092030439,Which Wich Superior Sandwiches (WCID #735),3301 VILLAGE MARKET PL,,MORRISVILLE,NC,27560-7549,(919) 395-4815,2019/08/22 00:00:00+00,Mobile Food Units,11704,-78.81800343,35.80772157,M
914782,04092030284,KAT-N-AROUND (WCID #534),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 633-9365,2015/07/06 00:00:00+00,Mobile Food Units,11671,-78.64171063,35.75324624,M
914783,04092016912,Cappolla's Pizza & Grill,2462 Walnut ST ,,CARY,NC,27518,(919) 854-7777,2015/04/30 00:00:00+00,Restaurant,11716,-78.74427315,35.75323584,M
914784,04092018206,Ko-An,2800 RENAISSANCE PARK PL,,CARY,NC,27513,(919) 677-9229,2019/10/23 00:00:00+00,Restaurant,11717,-78.77263111,35.82860703,M
914785,04092015773,BEASLEY'S/CHUCK'S/FOX,237  S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0129,2011/07/20 00:00:00+00,Restaurant,11722,-78.63804141,35.77705691,M
914786,04092011781,"Zest, Inc",8831 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 848-4792,1995/11/30 00:00:00+00,Restaurant,11713,-78.65190007,35.9001152,M
914787,04092014031,China King,1861 Aversboro RD ,,GARNER,NC,27529,(919) 771-1141,2004/04/26 00:00:00+00,Restaurant,11726,-78.61583976,35.68506666,M
914788,04092110531,SE Raleigh Elementary Cafeteria,1436 ROCK QUARRY RD,,RALEIGH,NC,27610-4187,(919) 694-8444 ext. 27834,2019/05/17 00:00:00+00,Public School Lunchrooms,11736,-78.6160659,35.76040509,M
914789,04092018282,Burger King #27555,923 GATEWAY COMMONS CIR,,WAKE FOREST,NC,27587,(919) 554-3008,2019/12/19 00:00:00+00,Restaurant,11738,-78.49643336,35.96847497,M
914790,04092016123,PANERA BREAD #1644,4421 SIX FORKS RD,STE 119,RALEIGH,NC,27609-5771,(919) 781-1112,2012/03/27 00:00:00+00,Restaurant,11739,-78.64349886,35.84017418,M
914791,04092016597,WINE AUTHORITIES,211 E FRANKLIN ST ,,RALEIGH,NC,27604,(919) 831-9463,2013/12/31 00:00:00+00,Restaurant,11740,-78.63482408,35.79035401,M
914792,04092016695,TIJUANA FLATS #193,7165 OKELLY CHAPEL  RD ,,CARY,NC,27519,(919) 629-3200,2014/05/16 00:00:00+00,Restaurant,11744,-78.88824644,35.84415135,M
914793,04092015151,Namolis NY Pizzeria,5444 Apex Peakway ,,APEX,NC,27502,(919) 303-4888,2008/06/23 00:00:00+00,Restaurant,11765,-78.86537597,35.73683859,M
914794,04092017879,Hi Poke,9573 Chapel Hill RD ,,Morrisville,NC,27560,(919) 650-3398,2018/05/30 00:00:00+00,Restaurant,11766,-78.81120699,35.8045716,M
914795,04092015991,BURGER KING #10775,636 W GANNON AVE ,,ZEBULON,NC,27595,(919) 404-1090,2011/09/08 00:00:00+00,Restaurant,11768,-78.32958448,35.82096151,M
914796,04092030398,Tacos Mama Chava #1 (WCID #684),4524 Old Wake Forest DR ,,RALEIGH,NC,27609,,2019/03/01 00:00:00+00,Mobile Food Units,11763,-78.6102724,35.84291835,M
914797,04092017532,HOLLY SPRINGS GAS AND GROCERY,300 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9195,(919) 762-7449,2017/03/06 00:00:00+00,Restaurant,11771,-78.83403944,35.65536219,M
914798,04092013480,McDonald's #5105,2801 Wake Forest RD ,,RALEIGH,NC,27609,(919) 821-3297,2001/12/19 00:00:00+00,Restaurant,11774,-78.62471373,35.81912811,M
914799,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 00:00:00+00,Restaurant,11812,-78.54195397,35.98159422,M
914800,04092300258,JERUSALEM MEAT MARKET,2233 AVENT FERRY RD ,STE 101,RALEIGH,NC,27606,(919) 821-5499,2012/07/20 00:00:00+00,Meat Market,11813,-78.67605091,35.77835817,M
914801,04092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,,APEX,NC,27502,(919) 387-2955,2017/08/23 00:00:00+00,Restaurant,11793,0,0,U
914802,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014/09/05 00:00:00+00,Restaurant,11815,-78.783798,35.75917392,M
914803,04092021578,CRISP,4325 GLENWOOD AVE ,STE 2038,RALEIGH,NC,27612,(919) 787-9257,2009/09/15 00:00:00+00,Food Stand,11816,-78.68184484,35.84183815,T
914804,04092025322,Publix #1652 Seafood/Sushi,417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020/09/02 00:00:00+00,Food Stand,11834,-78.64490127,35.78789475,M
914805,04092141848,Sanderson Athletic Indoor Concessions,5500 Dixon DR ,,RALEIGH,NC,27609,(919) 612-8302,2020/03/06 00:00:00+00,Limited Food Service,11838,-78.64657305,35.86106088,M
914806,04092016643,Pub 4100,4100 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 782-8600,2014/02/26 00:00:00+00,Restaurant,11854,-78.67111738,35.8372393,M
914807,04092011501,BOSTON MARKET,4558 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 981-7450,1994/08/22 00:00:00+00,Restaurant,11866,-78.57896604,35.84571366,M
914808,04092011708,Korner Pocket,8508 CAPITAL BLVD,,RALEIGH,NC,27616-3150,(919) 876-9879,1995/07/14 00:00:00+00,Restaurant,11879,-78.55805315,35.89527884,M
914809,04092015266,THE FACTORY ICE HOUSE SNACK BAR,1839-200 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 453-1500,2008/10/22 00:00:00+00,Restaurant,11819,-78.52816059,35.95204501,M
914810,04092015179,HOLIDAY INN EXPRESS,1006 MARCO DR ,,APEX,NC,27502,(919) 387-3636,2008/07/22 00:00:00+00,Restaurant,11894,-78.84034017,35.7170455,M
914811,04092014186,Waffle House,1412 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2187,2004/11/17 00:00:00+00,Restaurant,11897,-78.77205894,35.59255233,M
914812,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014/05/21 00:00:00+00,Restaurant,11900,-78.58044824,35.85561749,M
914813,04092014259,Red Hot & Blue,6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005/03/01 00:00:00+00,Restaurant,11901,-78.62444941,35.87396756,M
914814,04092021968,EDIBLE ARRANGEMENTS #1614,2481 WENDELL BLVD ,,WENDELL,NC,27591,(919) 374-8888,2016/07/08 00:00:00+00,Food Stand,11908,-78.3873955,35.79950629,M
914815,04092015687,Mami Nora's Chicken,2401 WAKE FOREST  RD ,,RALEIGH,NC,27608,(919) 834-8572,2010/08/02 00:00:00+00,Restaurant,11916,-78.6271485,35.81373825,M
914816,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017/12/15 00:00:00+00,Restaurant,11906,-78.57985951,35.8552556,M
914817,04092018131,Starbucks NCSU,2610 CATES AVE,,RALEIGH,NC,27607,(919) 513-2013,2019/07/08 00:00:00+00,Restaurant,11927,-78.67872874,35.78448278,M
914818,04092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,(757) 706-2082,2016/07/12 00:00:00+00,Pushcarts,11929,-78.6429805,35.77873854,M
914819,04092014889,Sheetz #399,1600 Aviation PKY ,,MORRISVILLE,NC,27560,(919) 840-0466,2007/06/18 00:00:00+00,Restaurant,11940,-78.78942259,35.86970668,M
914820,04092017300,WENDY'S #6324,4023 Davis DR ,,MORRISVILLE,NC,27560,(919) 467-3966,2016/08/29 00:00:00+00,Restaurant,11975,-78.85701601,35.83815015,M
914821,04092021775,SARKU JAPAN,4325-2053 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 881-1130,2014/01/03 00:00:00+00,Food Stand,11926,-78.67658819,35.8395892,M
914822,04092017877,Jersey Mike's #3176,242 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-2290,2018/06/29 00:00:00+00,Restaurant,11986,-78.84589577,35.66566859,M
914823,04092017342,BURGER KING #1093,3000 Capital BLVD ,,RALEIGH,NC,27604-3334,(919) 872-2070,2016/10/18 00:00:00+00,Restaurant,11992,-78.59202903,35.82022527,M
914824,04092021801,Jet's Pizza,3004 Wake Forest Road,Suite 110,RALEIGH,NC,27609,(919) 977-7885,2014/07/03 00:00:00+00,Food Stand,11993,-78.62038753,35.82333592,M
914825,04092160063,HILLCREST RALEIGH AT CRABTREE VALLEY REHAB & HEALTHCARE,3830 BLUE RIDGE RD ,,RALEIGH,NC,27612,(919) 781-4900,2007/09/18 00:00:00+00,Institutional Food Service,12003,-78.68119169,35.83201899,M
914826,04092141849,Sanderson Athletic Outdoor Concession,5500 Dixon DR ,,RALEIGH,NC,27609,(919) 612-8302,2020/03/06 00:00:00+00,Limited Food Service,12004,-78.64657305,35.86106088,M
914827,04092017650,CONNECTIONS CAFE,8000 PURFOY RD ,,FUQUAY-VARINA,NC,27526,,2017/07/25 00:00:00+00,Restaurant,12017,-78.77357718,35.57846701,M
914828,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012/05/22 00:00:00+00,Meat Market,12029,-78.76514155,35.79157241,M
914829,04092040193,Pinhead Investments #3 (WCID #213),200 Block Cabarrus ST ,,RALEIGH,NC,27602,(919) 846-9863,2007/07/24 00:00:00+00,Pushcarts,12042,0,0,U
914830,04092018085,Treeo Senior Living Foodservice,2722 Spring Forest RD ,,RALEIGH,NC,27616,(919) 863-7770,2019/04/05 00:00:00+00,Restaurant,12051,-78.59543318,35.85753852,M
914831,04092030428,TACOS LAS CAROLINAS (WCID #715),942 Durham RD ,Shell Gas Station,WAKE FOREST,NC,27587-2232,(919) 649-7511,2019/07/18 00:00:00+00,Mobile Food Units,12052,-78.54328646,35.97854074,M
914832,04092030410,Oink N Moo (WCID #688),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 559-6465,2019/04/05 00:00:00+00,Mobile Food Units,12049,-78.64171063,35.75324624,M
914833,04092030408,Hibachi Xpress (WCID #696),2411 E Millbrook RD ,Suite 106,RALEIGH,NC,27604,(919) 880-6226,2019/04/04 00:00:00+00,Mobile Food Units,12055,-78.59474383,35.84867059,M
914834,04092021922,PAPA MURPHY'S #NC055,1420 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-7433,2015/12/18 00:00:00+00,Food Stand,12056,-78.77067049,35.59261337,M
914835,04092025314,The Butcher's Market-Bedford,1540 DUNN RD,160,RALEIGH,NC,27614,(919) 747-9802,2020/06/23 00:00:00+00,Food Stand,12058,-78.58619433,35.92539994,M
914836,04092017910,Highway 55 Burgers Shakes & Fries,1011 N Smithfield  RD ,,KNIGHTDALE,NC,27545,(919) 743-0128,2018/08/30 00:00:00+00,Restaurant,12084,-78.48874912,35.79711938,M
914837,04092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013/09/24 00:00:00+00,Restaurant,12072,-78.78143109,35.59257744,M
914838,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),Mobile Food Unit,,WAKE FOREST,NC,27587,(919) 749-1030,2014/09/17 00:00:00+00,Mobile Food Units,12073,0,0,U
914839,04092015209,THE BRICKHOUSE,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 829-3666,2008/09/18 00:00:00+00,Restaurant,12089,-78.68856288,35.79387274,M
914840,04092018341,Rise Biscuits & Donuts,6325-33 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 200-5751,2020/04/07 00:00:00+00,Restaurant,12077,-78.62102418,35.86869281,M
914841,04092018119,Osha Thai Kitchen and Sushi,242 S MAIN ST,,HOLLY SPRINGS,NC,27540-9094,(919) 601-9188,2019/06/24 00:00:00+00,Restaurant,12099,-78.83395027,35.64920445,M
